title,director,country,genre,year
Дневник вора из Синдзюку,Нагиса Осима,Япония,драма,1969
Дни Турбиных,Эдмо Фенольо,Италия,драма,1969
Диллинджер мёртв,Марко Феррери,Италия,драма,1969
Дикари на мотоциклах,Билл Брейм,США,боевик,1969
Дикая банда,Сэм Пекинпа,США,сапата-вестерн,1969
Дневник режиссёра,Федерико Феллини,Италия,документальный,1969
Дзета,Коста-Гаврас,"Франция, Алжир","детектив, политический",1969
Директор,Алексей Салтыков,СССР,"киноповесть, драма",1969
Джон и Мэри,Питер Йетс,США,мелодрама,1969
Десять зим за одно лето,Валериу Гажиу,СССР,,1969
Десница великого мастера,"Вахтанг Таблиашвили, Деви Абашидзе",СССР,Исторический фильм,1969
Лев зимой,Энтони Харви,Великобритания,"исторический фильм, драма",1968
Лучший из меченосцев,"Джозеф Го, [en]",Китайская Республика,боевик,1968
Лусия,Умберто Солас,Куба,"[1], драматический фильм, романтический фильм",1968
Лица,Джон Кассаветис,США,драма,1968
Лесная легенда,Лейда Лайус,СССР,"драма, экранизация",1968
Лебединое озеро,"Аполлинарий Дудко, Константин Сергеев",СССР,фильм-балет,1968
Лани,Клод Шаброль,"Франция, Италия",драма,1968
Кукла,Войцех Хас,Польша,Мелодрама,1968
Красота любви,"Махмуд Зульфикар, [d]",Египет,"[d], драматический фильм",1968
Красные пески,"Акмаль Акбарходжаев, Али Хамраев",СССР,"драма, исторический фильм,, истерн",1968
Красавицей я не была,"Рамиз Аскеров, Ага-Рза Кулиев, Тофик Тагизаде",СССР,драма,1968
Космическая одиссея 2001 года,Стэнли Кубрик,"США, Великобритания","кинофантастика, триллер",1968
Куда не долетают и орлы,"Брайан Хаттон, [en]","Великобритания, США","военный, боевик",1968
Крах,Владимир Чеботарёв,СССР,историко-революционный фильм,1968
Конец «Сатурна»,Виллен Азаров,СССР,военный фильм,1968
Козырной туз,Джузеппе Колицци,Италия,вестерн,1968
Карантин,Суламифь Цыбульник,СССР,драматический фильм,1968
Команда разрушителей,Фил Карлсон,США,шпионский фильм,1968
Капризное лето,Иржи Менцель,Чехословакия,комедия,1968
Колонна,Мирча Дрэган,"Румыния, ГДР","исторический, мелодрама, драма",1968
Каприз по-итальянски,"Мауро Болоньини, Марио Моничелли, Пьер Паоло Пазолини, Стено, Пино Дзак, Франко Росси",Италия,комедия,1968
Когда я был маленьким,Альгирдас Араминас,СССР,киноповесть,1968
Капитуляция,Ален Кавалье,"Франция, Италия","мелодрама, драма",1968
Каменный крест,Леонид Осыка,СССР,драма,1968
Как велит сердце,Борис Ариевич Кимягаров,"СССР, ;, Таджикская ССР",мелодрама,1968
Интервенция,Геннадий Полока,СССР,"Мюзикл, буффонада",1968
Исход,"Анатолий Бобровский, Жамьянгийн Бунтар","СССР, Монголия",Героико-приключенческий фильм,1968
Инспектор Клузо,Бад Йоркин,"США, Великобритания","детективная, комедия",1968
Именем закона,Мухтар Дадашев,СССР,"детективный фильм, драма",1968
Иван Макарович,Игорь Добролюбов,СССР,драма,1968
Золотые часы,Марк Толмачёв,СССР,"психологическая драма, кинокомедия",1968
Золотая ласточка,Чжан Чэ,Гонконг,"приключенческий фильм, боевик",1968
Зелёные береты,"Джон Уэйн, [1], [2], Рэй Келлогг, [d], [1], [2], Мервин Лерой, Форт Аламо, Зелёные береты",США,боевик,1968
Зовите меня «О»!,Робер Энрико,"Франция, Италия",криминальный фильм,1968
Зигзаг удачи,Эльдар Рязанов,СССР,трагикомедия,1968
Золотой телёнок,Михаил Швейцер,СССР,комедия,1968
"Здесь, под Полярной звездой",Эдвин Лайне,Финляндия,"военный, исторический, драма",1968
Знаки жизни,Вернер Херцог,ФРГ,драма,1968
Живой труп,Владимир Венгеров,СССР,драма,1968
Звёзды Эгера,Зольтан Варконьи,Венгрия,драма,1968
Записки сумасшедшего,Александр Белинский,СССР,драма,1968
Завод рабов,Сацуо Ямамото,Япония,драма,1968
За поворотом — поворот,Ольгерт Дункерс,СССР,драма,1968
Журавушка,Николай Москаленко,СССР,мелодрама,1968
Жил человек,Юрий Ерзинкян,СССР,"драма, военный",1968
Жандарм женится,Жан Жиро,"Франция, Италия",комедия,1968
Если…,Линдсей Андерсон,Великобритания,"психологическая, драма",1968
Если бы не розы,Улу Гросбард,США,драма,1968
Екатерина Великая,"Гордон Флеминг, [1]",Великобритания,комедийный фильм,1968
Дьяволик,Марио Бава,"Италия, Франция","детектив, боевик, комедия",1968
Драма на охоте,Герхард Клингенберг,Германия,драматический фильм,1968
Дракула восстал из могилы,Фредди Фрэнсис,Великобритания,Ужасы,1968
Ещё раз про любовь,Георгий Натансон,СССР,[d],1968
Дорога в тысячу вёрст,Александр Карпов,СССР,"военный, биографический фильм, исторический фильм, драма",1968
Доживём до понедельника,Станислав Ростоцкий,СССР,драма,1968
Дикая семёрка,Ричард Раш,США,боевик,1968
"Доброго вечера, миссис Кэмпбелл",Мелвин Франк,США,комедия,1968
День совы,Дамиано Дамиани,"Италия, Франция","[d], драматический фильм",1968
До победы и дальше,"Живорад Митрович, Эшелон доктора М., Последний путь, Найти Ванду Кос, Мисс Стон, Капитан Леши, Сигналы над городом, Салонские убийцы, Невесинская винтовка, Марш на Дрину, До победы и дальше, Горькие травы, Нож, Операция «Белград», Брат доктора Хомера, Убийство жестоким и коварным образом и из низменных побуждений, Ужицкая республика, Савамала, Протестный альбом",СР Македония,военный,1968
Дикое сердце,Тито Дависон,Мексика,мелодрама,1968
Дита Саксова,Антонин Москалик,Чехословакия,психологическая драма,1968
Джамиля,Ирина Поплавская,СССР,драма,1968
Капитан Джек,Ада Неретниеце,СССР,"детский, приключения",1972
Кандидат,Майкл Ритчи,США,комедия-драма,1972
Камера пыток,Марио Бава,"Италия, ФРГ",фильм ужасов,1972
День ангела,Станислав Говорухин,СССР,"фильм-катастрофа, драма",1968
"При чём здесь мы, когда кругом революция!?",Серджо Корбуччи,Италия,"драма, комедия",1972
"Как далеко отсюда, как близко",Тадеуш Конвицкий,Польша,драматический фильм,1972
Кабаре,"Боб Фосс, Милая Чарити, Кабаре, Лайза через букву З, Ленни, Весь этот джаз, Звезда-80",США,,1972
Исступление,Альфред Хичкок,Великобритания,триллер,1972
Избавление,Джон Бурмен,США,"драма, триллер, приключения",1972
Инженер Прончатов,Владимир Назаров,СССР,Социальная драма,1972
Илга-Иволга,Янис Стрейч,СССР,драматический фильм,1972
Играй как по писаному,Фрэнк Перри,США,драма,1972
Иеремия Джонсон,Сидни Поллак,США,"вестерн, драма",1972
Ирис в крови,Джулиано Карминео,Италия,джалло,1972
Игра навылет,Джозеф Л. Манкевич,Великобритания,"детектив, триллер",1972
Игра в карты по-научному,Луиджи Коменчини,Италия,комедийный фильм,1972
И дождь смывает все следы,Альфред Форер,"Франция, ФРГ","/, мелодрама, драма",1972
Иванов Катер,Марк Осепьян,СССР,драма,1972
Золотые рога,Александр Роу,СССР,киносказка,1972
Зита и Гита,Рамеш Сиппи,Индия,"/, мелодрама, комедия",1972
Зимородок,Вячеслав Никифоров,СССР,драматический фильм,1972
Зи и компания,Брайан Дж. Хаттон,Великобритания,драма,1972
Ижорский батальон,Геннадий Казанский,СССР,"романтическая драма, , киноповесть",1972
"Земля, до востребования",Вениамин Дорман,СССР,"приключенческий фильм, драма",1972
Здравствуй и прощай,Виталий Мельников,СССР,комедия,1972
Звериная тропа,Райнер Вернер Фасбиндер,ФРГ,драма,1972
Звезда в ночи,"Абдусалом Рахимов, Игорь Усов","СССР, ;, Таджикская ССР","Историческая, драма",1972
Записки Пиквикского клуба,Александр Прошкин,СССР,"экранизация, музыкальный фильм, комедия",1972
Замечательная история жизни Фридриха Фрейхера фон дер Тренка,Фриц Умгельтер,"ФРГ, Австрия, Италия, Франция",исторический,1972
Завтра будет поздно…,"Александр Карпов, Мартин Тяпак","СССР, Чехословакия","военно-биографический, фильм",1972
За твою судьбу,Тимур Золоев,СССР,"военный, драма",1972
За зелёной дверью,"братья Митчелл, [en]",США,порнофильм,1972
За всё в ответе,Георгий Натансон,СССР,"экранизация, драма",1972
Жирный город,Джон Хьюстон,США,"экранизация, спортивный фильм, драма",1972
Жил-был обманщик,Джозеф Манкевич,США,вестерн,1970
Жизнь и времена судьи Роя Бина,Джон Хьюстон,США,"экранизация, вестерн, мелодрама, комедия",1972
Жемчужина в короне,"Казимеж Юлиан Кутц, [1], [2]",Польша,драматический фильм,1972
Завоевание планеты обезьян,"Джей Ли Томпсон, Артуром Джейкобсом",США,фантастика,1972
"Ждём тебя, парень",Равиль Батыров,СССР,"киноповесть, экранизация, производственный фильм, молодёжный фильм",1972
Дом под деревьями,Рене Клеман,"Франция, Италия",драма,1971
Ехали в трамвае Ильф и Петров,Виктор Титов,СССР,комедия,1972
Дьявол,"Анджей Жулавский, [1]",Польша,"фильм ужасов, драматический фильм, исторический фильм",1972
Доктор Пополь,Клод Шаброль,"Франция, Италия",комедия,1972
"Дракула, год 1972",Алан Гибсон,Великобритания,"фильм ужасов, фэнтези, комедия",1972
Дракула против Франкенштейна,Хесус Франко,"Франция, Испания",фильм ужасов,1972
Долина,Барбе Шрёдер,Франция,драма,1972
Длинная дорога в короткий день,Тимофей Левчук,СССР,драма,1972
Детская игра,Сидни Люмет,США,драма,1972
Доклад о девственницах,Хесус Франко,ФРГ,комедия,1972
"День, когда клоун плакал",Джерри Льюис,"Швеция, Франция",драма,1972
Демоны в мыслях,Питер Сайкес,Великобритания,"фильм ужасов, триллер",1972
Демоны,Хесус Франко,"Франция, Португалия","фильм ужасов, nunsploitation",1972
Дни предательства,Отакар Вавра,Чехословакия,"история, драма",1972
Дело об убийстве Церник,"Герхард Кляйн, Хельмут Ничке",ГДР,детектив,1972
"Давайте, ребята",Джузеппе Колицци,Италия,"приключения, боевик, комедия",1972
Горячий снег,Гавриил Егиазаров,СССР,"военный фильм, исторический фильм, драма",1972
Дело Маттеи,Франческо Рози,Италия,"фильм-биография, драма",1972
Гроссмейстер,Сергей Микаэлян,СССР,"мелодрама, спортивный фильм",1972
Дела давно минувших дней...,Владимир Шредель,СССР,Детектив,1972
Горячка,Ренато Польселли,Италия,фильм ужасов,1972
Гости,Элиа Казан,США,драма,1972
Горькие слёзы Петры фон Кант,Райнер Вернер Фасбиндер,ФРГ,драма,1972
Оргия живых мертвецов,Хосе Луис Мерино,"Италия, Испания",фильм ужасов,1973
Олег и Айна,Александр Лейманис,СССР,,1973
"Оклахома, как она есть",Стэнли Крамер,США,"драма, комедия",1973
"О тех, кого помню и люблю","Анатолий Вехотко, Наталия Трощенко",СССР,Мелодрама,1973
Огонь в ночи,Валдур Химбек,СССР,"военный, для детей",1973
Ночь на Карлштейне,Зденек Подскальский,Чехословакия,"мюзикл, /, комедия",1973
Номер один,"Gianni Buffardi, [d], [1]",Италия,криминальный фильм,1973
Новые приключения Дони и Микки,"Георгий Бабушкин, Степан Исаакян",СССР,"приключенческий фильм, детский фильм, комедия",1973
Новоселье,Василий Ильяшенко,СССР,"драма, экранизация",1973
Ниночка тоже снимает трусики,Клаус Тинней,ФРГ,"комедия, эротика",1973
"Ни пуха, ни пера!",Виктор Иванов,СССР,кинокомедия,1973
Неисправимый лгун,Виллен Азаров,СССР,комедия,1973
Нейлон 100 %,Владимир Басов,СССР,комедия,1973
Нежная и порочная Эммануэль,Хесус Франко,Франция,"триллер, эротика",1973
Недостижимая цель,Джон Франкенхаймер,"Франция, Италия",драматический фильм,1973
Не буду тебя любить,Януш Насфетер,Польша,драма,1973
Наследник,Филипп Лабро,"Франция, Италия","боевик, драма",1973
Насими,"Гасан Сеидбейли, Незаконный заработок, Телефонистка, Есть и такой остров, Кого мы больше любим, Сила притяжения, Почему ты молчишь?, Я помню тебя, учитель, Ищите девушку, Насими, Страницы жизни, Цена счастья",СССР,"исторический фильм, драма",1973
Наездник с высоких равнин,Клинт Иствуд,"США, [2]",вестерн,1973
Наёмный работник,"Алан Бриджес, [2], [3]",Великобритания,"[1], драматический фильм, романтический фильм",1973
Надежда,Марк Донской,СССР,"исторический, биографический",1973
Мужчины,Даниель Винь,"Франция, Италия","гангстерский фильм, криминал, драма",1973
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1973
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1973
Мотылёк,Франклин Джеймс Шеффнер,"Франция, ,, США","детектив, фильм-биография, драма",1973
Мосты,Василе Паскару,СССР,"военная, драма",1973
Москва — Кассиопея,Ричард Викторов,СССР,"комедия, фантастическая",1973
Молчание доктора Ивенса,Будимир Метальников,СССР,научная фантастика,1973
Моряк номер 7,Ло Вэй,Гонконг,боевик,1973
Мой брат Анастазия,"Стено, [1]",Италия,драматический фильм,1973
Мир на проводе,Райнер Вернер Фасбиндер,ФРГ,Киберпанк,1973
Много шума из ничего,Самсон Самсонов,СССР,комедия,1973
Мачеха,Олег Бондарёв,СССР,мелодрама,1973
Маньчжурский боксёр,"У Ма, [en]",[1],"боевик, драма",1973
Мамочка и шлюха,Жан Эсташ,Франция,драма,1973
Мальчишку звали капитаном,Марк Толмачёв,СССР,"военная, драма",1973
Малыш,Тед Пост,США,"ужасы, триллер",1973
Маленький индеец,Бернард Мак-Ивити,США,вестерн,1973
Маленький тигр из Квантунга,Нгай Хойфун,Гонконг,"боевик, драма",1973
Майор Хубаль,Богдан Поремба,Польша,"биографический, военный, психологическая драма, исторический",1973
Лютый,Толомуш Океев,СССР,"фильм о животных, драма, экранизация,",1973
Лучшая сторона Паолины,Нелло Россати,Италия,"сексуальная комедия, фильм-биография",1973
Лошади Вальдеса,Джон Стёрджес,"Италия, Испания, Франция","вестерн, боевик, драма",1973
Легенда о Пауле и Пауле,"Хайнер Каров, [1], [2]","ГДР, [2]",драма,1973
Лечение шоком,Ален Жессюа,"Франция, Италия","фильм ужасов, триллер, детективный фильм, драма",1973
Ладонь единорога,Тан Ди,Гонконг,"боевик, драма",1973
Кулак к кулаку,Джимми Паскуаль,Гонконг,"боевик, драма",1973
Кунг-фу Ммама,Лун Цзянь,"Гонконг, Китайская Республика","боевик, драма",1973
Коффи,Джек Хилл,США,"экшн, триллер, криминал",1973
Кукольный дом,Патрик Гарлэнд,Великобритания,драма,1973
Когда человек улыбнулся,Борис Ивченко,СССР,драма,1973
Кулак возмездия,"Чжу Му, [zh]",Гонконг,"военный фильм, боевик, драма",1973
Кровавая свадьба,Клод Шаброль,"Франция, Италия","Криминальная, триллер, драма",1973
Крах инженера Гарина,Леонид Квинихидзе,СССР,"научная фантастика, драма",1973
Команда,Джон Флинн,США,Гангстерский фильм,1973
Короткий отпуск,Витторио Де Сика,"Италия, Испания","драма, мелодрама",1973
Капитан,Аян Шахмалиева,СССР,,1973
Ключи от города,Имантс Кренбергс,СССР,социальная драма,1973
Камень на сердце,Яш Чопра,Индия,мелодрама,1973
Коварство,Сальваторе Сампери,Италия,"Комедия, Драма, Эротика",1973
Калина красная,Василий Шукшин,СССР,драма,1973
"«Как можно быть таким ублюдком, инспектор Клифф?»",Массимо Далламано,Италия,"(, Eurocrime, ), Криминал, триллер, боевик",1973
Малер,Кен Рассел,Великобритания,"музыкальный фильм, драма",1974
Капля в море,Яков Сегель,СССР,киноповесть,1973
Маленький принц,Стэнли Донен,"Великобритания, США",сказка,1974
Маленький крёстный отец из Гонконга,"Ын Сиюнь, Сумасшедший убийца, Кровавые кулаки, Невидимый кулак, Ветер ярости, Меня зовут Дракон, Маленький крёстный отец из Гонконга, Дом с привидениями, Борьба с коррупцией, Тайные соперники, Маленький супермен, Большое ограбление на семь миллионов юаней, Похищение в Риме, Легенда о Брюсе Ли, Тайные соперники 2, Неуязвимый, Смертельный ринг, Башня смерти, Неписаный закон",Гонконг,"боевик, драма",1974
Маккью,Джон Стёрджес,США,детектив,1974
Любя Молли,Сидни Люмет,США,"экранизация, мелодрама, драма",1974
Мадам Баттерфляй,Жан-Пьер Поннель,Германия,"опера, музыкальный фильм, фильм, мелодрама, -, драма",1974
Любовь земная,Евгений Матвеев,СССР,"мелодрама, драма",1974
Лорна — экзорцист,Хесус Франко,Франция,"фильм ужасов, эротика",1974
Лорды из Флэтбуша,"Мартин Давидсон, Адская кухня, Рокки 2, Рокки 3, Остаться в живых, Рокки 4, Рокки Бальбоа, Рэмбо IV, Неудержимые",США,"комедия, драма",1974
Лев Гурыч Синичкин,Александр Белинский,СССР,"мюзикл, комедия",1974
Лакомб Люсьен,Луи Маль,"Франция, ФРГ, Италия",драма,1974
Лесной разбойник,Густав Эмк,ФРГ,"семейный фильм, фэнтезийный фильм, детский фильм, комедия, приключенческий фильм",1974
Кыш и Двапортфеля,Эдуард Гаврилов,СССР,детский,1974
Ливень,Борис Яшин,СССР,"мелодрама, драма",1974
Ленни,"Боб Фосс, Милая Чарити, Кабаре, Лайза через букву З, Ленни, Весь этот джаз, Звезда-80",США,"байопик, драма",1974
Ледяная грудь,Жорж Лотнер,"Франция, Италия","детектив, мелодрама",1974
Ланселот Озёрный,Робер Брессон,"Франция, Италия",драма,1974
Кровь для Дракулы,Пол Моррисси,"Италия, Франция",ужасы,1974
Крепость на песке,Ёситаро Номура,Япония,криминальная драма,1974
Кулачное право свободы,Райнер Вернер Фасбиндер,ФРГ,драма,1974
Шестеро заболевают,"Дэвид Линч, Дэвид Линч, Дэвид Линч, Дэвид Линч, Голова-ластик, Человек-слон, Дюна, Синий бархат, Дикие сердцем, Твин Пикс: Сквозь огонь, Шоссе в никуда, Простая история, Малхолланд Драйв, Внутренняя империя, Короткометражные, фильмы, Шестеро заболевают, Алфавит, Бабушка, Женщина с отрубленной ногой, Ковбой и француз, Индустриальная симфония № 1: Сон девушки с разбитым сердцем, Пред­чувст­вие действий зла, Тёмная комната, Кролики, Страна тупых, Лодка, Абсурд, [en], Леди Голубой Шанхай, [en], Что сделал Джек?, Wicked Game, Longing, Shot in the Back of the Head, Came Back Haunted","США, США, США, США","Короткометражный, Анимационный",1967
"Ксения, любимая жена Фёдора",Виталий Мельников,СССР,"романтическая, комедия",1974
Контрабанда,Станислав Говорухин,СССР,"приключенческий фильм, детективный фильм",1974
Крёстный отец 2,"Фрэнсис Форд Коппола, Развлекающиеся девушки и коридорный, Сегодня вечером — наверняка, Битва за пределами Солнца, Безумие-13, Ты теперь большой мальчик, Радуга Финиана, Люди дождя, Крёстный отец, Разговор, Крёстный отец 2, Апокалипсис сегодня, От всего сердца, Бойцовая рыбка, Изгои, Клуб «Коттон», Капитан Ио, Пегги Сью вышла замуж, Сады камней, Такер: Человек и его мечта, Нью-йоркские истории, Крёстный отец 3, Дракула, Крёстный отец. Трилогия. 1901—1980, Джек, Благодетель, Молодость без молодости, Тетро, Между, Distant Vision, [en], Мегалополис",США,"эпическая, криминальная драма",1974
Крик калеки,Майкл Финдли,США,ужасы,1974
Комиссар полиции обвиняет,Серджиу Николаеску,СР Румыния,"криминальный фильм, триллер, боевик, драма",1974
Китайский квартал,Роман Полански,США,,1974
Кит и Компания / Приключения Кита,"Конрад Петцольд, [1]",ГДР,приключенческий фильм,1974
Капкан,Маноле Маркус,Румыния,"приключенческий фильм, боевик",1974
Калифорнийский покер,Роберт Олтмен,США,комедия,1974
Как утопить доктора Мрачека,Вацлав Ворличек,Чехословакия,"комедия, фантастическая",1974
Как доброго молодца женили,Нодар Манагадзе,СССР,комедийный фильм,1974
"Каждый за себя, а Бог против всех",Вернер Херцог,ФРГ,Фильм-биография,1974
Золотая крепость,"Сатьяджит Рай, Трилогия об Апу, Песнь дороги, Непокорённый, Мир Апу, Приключения Гупи и Багхи, Королевство алмазов, Противник, Компания с ограниченной ответственностью, Посредник, Золотая крепость, Слава отцу Фелунатху, Философский камень, Музыкальная комната, Богиня, Три дочери, Рабиндранат Тагор, Канченджанга, Поездка, Большой город, Чарулата, Два, Трус, Святоша, Герой, Зверинец, Дни и ночи в лесу, Сикким, Внутренним взором, Отдалённый гром, Бала, Шахматисты, Pikoor Diary, Избавление, Дом и мир, Сукумар Рай, Враг народа, Ветви одного дерева, Странник",Индия,"семейный, /, приключения",1974
Ищу мою судьбу,Аида Манасарова,СССР,драма,1974
Исполнение желаний,Светлана Дружинина,СССР,социальная драма,1974
Игрок,Карел Рейш,США,драма,1974
Исповедь девушки,Кнуд Лейф Томсен,Дания,драма,1974
Иван да Марья,Борис Рыцарев,СССР,сказка,1974
И на Тихом океане,Юрий Степанович Чулюкин,СССР,историческое кино,1973
И всё-таки я верю…,"Михаил Ромм, Элем Климов, Марлен Хуциев, Герман Лавров",СССР,документальный фильм,1974
Земляки,Валентин Виноградов,СССР,"драма, экранизация",1974
Землетрясение,Марк Робсон,США,фильм-катастрофа,1974
Звёздная пыль,Майкл Эптед,Великобритания,"музыкальный фильм, драма",1974
Зеркало,Андрей Тарковский,СССР,"драма, автобиография",1974
Земля обетованная,Анджей Вайда,Польша,драма,1974
Зверюга,Серджо Корбуччи,"Италия, Франция","драма, триллер, криминал, комедия",1974
"Здравствуйте, доктор!",Василий Левин,СССР,драма,1974
Земные и небесные приключения,Игорь Ветров,СССР,детское кино,1974
Откровения инструктора по автовождению,Норман Коэн,Великобритания,комедия,1975
Звезда экрана,Владимир Гориккер,СССР,комедия,1974
Захват поезда Пелэм 1-2-3,Джозеф Сарджент,США,"триллер, боевик, криминал",1974
Ощущения,"Лассе Браун, [1]","Франция, [2], [3], […], Нидерланды, [2], [3], […]",порнофильм,1975
Охотник за браконьерами,Мария Муат,СССР,детский фильм,1975
Отпечатки,"Луиджи Баццони, [d], [1], [2]",Италия,"триллер, драма",1975
Засекреченный город,Михаил Юзовский,СССР,"приключенческий фильм, детский фильм",1974
Заколдованные столики,Януш Маевский,"Польша, Чехословакия",драма,1975
От зари до зари,Гавриил Егиазаров,СССР,драма,1975
Опали листья с деревьев,Станислав Ружевич,ПНР,"военный, драма",1975
Они сражались за Родину,Сергей Бондарчук,"СССР, Россия","военный фильм, драма",1975
Окровавленные губы,Жан Роллен,Франция,"фильм ужасов, эротический фильм",1975
Окаменелость,Масаки Кобаяси,Япония,фильм-драма,1975
Одиннадцать надежд,Виктор Садовский,СССР,спортивная киноповесть,1975
Зарево над Дравой,Зако Хеския,Болгария,", военный, киноэпопея",1974
Ночные ходы,Артур Пенн,США,"триллер, криминальный фильм",1975
Нэшвилл,Роберт Олтмен,США,музыкальный фильм,1975
Ночи и дни,Ежи Антчак,Польша,"военный фильм, мелодрама, драма",1975
Новая игра смерти,Линь Бин,Китайская Республика,"триллер, боевик, драма",1975
Неисправимый,Филипп де Брока,Франция,комедия,1975
Обретёшь в бою,Марк Орлов,СССР,производственная драма,1975
Незнакомец пришёл обнажённым,"Рэдли Мецгер, [d]",США,эротический фильм,1975
Невинные с грязными руками,Клод Шаброль,"Франция, ФРГ, Италия","триллер, криминальный фильм, драма",1975
Недостойное поведение,Майкл Андерсон,Великобритания,"детектив, юридический триллер, драма",1975
Невеста с севера,Нерсес Оганесян,СССР,"мюзикл, /, комедия",1975
Не упускай из виду,Клод Зиди,ФРГ,комедия,1975
Не может быть!,Леонид Гайдай,СССР,"сатира, комедия",1975
"Не верь, что меня больше нет",Караман Мгеладзе,СССР,,1975
Наперекор судьбе,Эрикс Лацис,СССР,"киноповесть, экранизация",1975
«Назначаешься внучкой»,Ярополк Лапшин,СССР,"военный фильм, драма",1975
На край света…,Родион Нахапетов,СССР,драма,1975
На ясный огонь,Виталий Кольцов,СССР,"военный фильм, мелодрама",1975
На зов города,Хусейн Камаль,Египет,драма,1975
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1975
На всю оставшуюся жизнь…,Пётр Фоменко,СССР,драма,1975
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1975
Морской волк,Джузеппе Вари,Италия,"приключения, драма",1975
Монти Пайтон и Священный Грааль,"Терри Гиллиам, Терри Джонс",Великобритания,"пародия, фэнтези-комедия",1975
Мой друг — человек несерьёзный,Янис Стрейч,СССР,комедийная мелодрама,1975
Мой дом — театр,Борис Ермолаев,СССР,"Драма, фильм-биография",1975
Между небом и землёй,"Михаил Бадикяну, Валерий Харченко",СССР,музыкальный фильм,1975
Мёртвый сезон,Алан Бриджес,Великобритания,драма,1975
Мои дорогие,Ярослав Лупий,СССР,мелодрама,1975
Мои друзья,Марио Моничелли,Италия,комедия,1975
«Маяковский смеётся»,"Сергей Юткевич, Анатолий Каранович",СССР,комедия,1975
Мессия,Роберто Росселлини,"Италия, Франция","биография, драма",1975
Месть и закон,Рамеш Сиппи,Индия,"/, вестерн, комедия, приключенческий фильм, боевик, драма",1975
Меняю собаку на паровоз,Никита Хубов,СССР,комедия,1975
Матерь человеческая,Леонид Головня,СССР,военная драма,1975
Марко Поло,Чжан Чэ,Гонконг,"приключенческий фильм, биография, боевик",1975
Мария-Антуанетта,"Ги-Андре Лефранк, (, рус.",Франция,"мини-сериал, биографический фильм, исторический фильм, драма",1975
Мальчишки ехали на фронт,Валентин Козачков,СССР,"военная, драма",1975
Маленький супермен,"Ын Сиюнь, Сумасшедший убийца, Кровавые кулаки, Невидимый кулак, Ветер ярости, Меня зовут Дракон, Маленький крёстный отец из Гонконга, Дом с привидениями, Борьба с коррупцией, Тайные соперники, Маленький супермен, Большое ограбление на семь миллионов юаней, Похищение в Риме, Легенда о Брюсе Ли, Тайные соперники 2, Неуязвимый, Смертельный ринг, Башня смерти, Неписаный закон",Гонконг,"боевик, драма",1975
Маленький сержант,Лев Голуб,"СССР, Чехословакия","детский фильм, драма",1975
Люди и манекены,"А. Райкин, В. Храмов",СССР,"комедия, сатира, телеспектакль",1974
Любовь с первого взгляда,Резо Эсадзе,СССР,Комедия,1975
Лесные качели,Михаил Пташук,СССР,,1975
"Кузен, кузина",Жан Шарль Такелла,Франция,"/, мелодрама, комедия",1975
Лето мотоциклистов,Улдис Браунс,СССР,молодёжная драма,1975
Любовь и смерть,Вуди Аллен,США,"историческая, комедия",1975
Листомания,Кен Рассел,Великобритания,"музыкальный фильм, комедия",1975
Куколки за колючей проволокой,Хесус Франко,Швейцария,"Women in Prison, [1]",1975
Леонор,Хуан Луис Бунюэль,Франция,"ужасы, фэнтези",1975
Лихорадка на белой полосе,Джонатан Каплан,"США, —, Канада","мелодрама, криминал, боевик, драма",1975
Мятежный «Орионъ»,Евгений Шерстобитов,СССР,"исторический, военный, приключения, экранизация",1978
Мужские игры на свежем воздухе,"Роланд Калныньш, Гунар Пиесис",СССР,спортивный фильм,1978
Мятежная баррикада,Юрий Швырёв,СССР,"Историко-революционный, биографический",1978
Направляясь на юг,Джек Николсон,США,"вестерн, комедия",1978
"Кто, если не ты?..",Георгий Кузнецов,СССР,"социальная драма, мелодрама",1975
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1978
Мужчине живётся трудно.,Ёдзи Ямада,Япония,комедия,1978
Наследие,Ричард Маркуанд,"Великобритания, США",триллер,1978
Мстительный орёл,"Сюнь Чун, [zh]",Гонконг,"приключенческий фильм, боевик, драма",1978
Мстительная красавица,"Хэ Мэнхуа, [en]",Гонконг,"приключенческий фильм, боевик, драма",1978
Море,Леонид Осыка,СССР,"драма, детектив",1978
Молодая жена,Леонид Менакер,СССР,мелодрама,1978
Молчаливый партнёр,Дэрил Дьюк,Канада,триллер,1978
Младший научный сотрудник,Валерий Родченко,СССР,Теленовелла,1978
Мой ласковый и нежный зверь,Эмиль Лотяну,"СССР, ФРГ",мелодрама,1978
Мои любимые мужчины,"Стено, [1]",Италия,"[1], комедийный фильм",1978
Таинства,"Поль де Люссане, [d]",Нидерланды,"мистическая, драма",1978
Месть Розовой пантеры,Блейк Эдвардс,"США, Великобритания","криминальный фильм, комедия",1978
Мелоди в любви,Хуберт Франк,ФРГ,"эротика, драма",1978
Маршал революции,Сергей Линков,СССР,"фильм-биография, исторический фильм",1978
